station,hour,day,weather,event,passenger_count
Banashankari,8,Monday,Clear,1,23359
Deepanjali Nagar,12,Monday,Cloudy,0,8551
Kengeri Bus Terminal,12,Friday,Rain,0,14504
Pantharapalya - Nayandahalli,22,Monday,Cloudy,0,11047
Pattanagere,20,Saturday,Rain,0,10154
Attiguppe,12,Friday,Cloudy,0,9203
Mahalakshmi,6,Friday,Cloudy,0,11374
Baiyappanahalli,13,Tuesday,Clear,1,10041
Pattandur Agrahara,19,Monday,Cloudy,0,16154
Jalahalli,9,Tuesday,Clear,1,20240
Kundalahalli,16,Sunday,Cloudy,0,12113
Pattandur Agrahara,8,Thursday,Clear,1,13628
Peenya,7,Thursday,Rain,0,13486
Goraguntepalya,10,Wednesday,Clear,0,12186
Rashtreeya Vidyalaya Road,8,Friday,Clear,1,20811
Kengeri,18,Tuesday,Cloudy,0,22907
Cubbon Park,7,Thursday,Clear,0,15238
Hoodi,11,Saturday,Clear,0,13363
Thalaghattapura,19,Monday,Rain,0,20450
Kengeri Bus Terminal,18,Tuesday,Rain,0,19833
Attiguppe,19,Sunday,Clear,0,16229
Srirampura,19,Monday,Clear,0,17450
Sri Sathya Sai Hospital,8,Monday,Rain,0,22284
Cubbon Park,9,Wednesday,Rain,0,18699
Vijayanagar,14,Saturday,Rain,0,12757
Kengeri,9,Thursday,Clear,0,15947
Indiranagar,11,Thursday,Clear,0,14511
Krishnarajapuram (K.R.Puram),20,Saturday,Rain,0,11874
Deepanjali Nagar,8,Tuesday,Clear,0,16759
Dasarahalli,19,Friday,Cloudy,0,13956
Whitefield (Kadugodi),21,Sunday,Clear,0,13321
Kengeri Bus Terminal,11,Wednesday,Clear,0,13537
Banashankari,13,Sunday,Cloudy,0,11812
"Sri Balagangadharanatha Swamiji Station, Hosahalli",19,Saturday,Cloudy,1,16704
Kundalahalli,9,Monday,Rain,0,19080
"Nadaprabhu Kempegowda Station, Majestic",19,Wednesday,Rain,0,16544
Cubbon Park,19,Thursday,Cloudy,0,14694
Konanakunte Cross,18,Friday,Clear,0,16914
Indiranagar,12,Friday,Rain,0,10909
Rashtreeya Vidyalaya Road,9,Tuesday,Cloudy,0,20547
Attiguppe,9,Wednesday,Cloudy,0,19182
Kundalahalli,8,Thursday,Clear,0,14612
Goraguntepalya,18,Thursday,Rain,0,21806
Mahalakshmi,6,Wednesday,Cloudy,0,9870
Mahatma Gandhi Road,14,Saturday,Clear,0,10186
Nallurhalli,20,Saturday,Clear,1,15501
Yeshwanthpur,13,Saturday,Clear,0,15113
"Sri Balagangadharanatha Swamiji Station, Hosahalli",14,Monday,Clear,1,9320
Jayanagar,11,Friday,Rain,1,14477
Hopefarm Channasandra,7,Friday,Cloudy,0,11480
Dasarahalli,6,Tuesday,Rain,0,12761
Yelachenahalli,7,Thursday,Clear,0,15040
Whitefield (Kadugodi),13,Friday,Cloudy,1,9336
Doddakallasandra,7,Wednesday,Cloudy,0,14411
Vijayanagar,21,Sunday,Clear,0,9457
Krishna Rajendra Market,22,Monday,Rain,0,11435
Mysore Road,10,Thursday,Cloudy,0,8971
South End Circle,15,Saturday,Clear,1,14202
Rajarajeshwari Nagar,6,Monday,Rain,0,9051
Hopefarm Channasandra,20,Monday,Cloudy,0,8710
Nallurhalli,9,Monday,Rain,0,24639
Krishnarajapuram (K.R.Puram),18,Monday,Cloudy,0,16669
Kengeri,21,Wednesday,Cloudy,0,11980
Sandal Soap Factory,14,Monday,Rain,0,14052
Goraguntepalya,7,Sunday,Rain,0,11377
Srirampura,6,Monday,Cloudy,0,10096
National College,7,Wednesday,Clear,0,10090
Lalbagh,6,Saturday,Rain,0,13082
Vijayanagar,20,Tuesday,Rain,1,14706
Mahakavi Kuvempu Road,20,Sunday,Cloudy,0,13195
Banashankari,21,Tuesday,Cloudy,0,12495
Cubbon Park,7,Monday,Cloudy,1,15006
Pattandur Agrahara,9,Saturday,Clear,1,18429
Cubbon Park,11,Tuesday,Clear,0,12022
Deepanjali Nagar,9,Saturday,Cloudy,0,18661
Peenya Industry,6,Monday,Cloudy,0,10953
Sandal Soap Factory,10,Thursday,Rain,0,11561
"Sir.M.Visvesvaraya Stn., Central College",6,Sunday,Cloudy,0,10765
Vajarahalli,20,Friday,Clear,1,10245
Sri Sathya Sai Hospital,18,Friday,Cloudy,0,17180
Dasarahalli,11,Monday,Clear,0,8857
Mysore Road,17,Saturday,Rain,0,12456
Jayaprakash Nagar,14,Thursday,Cloudy,0,15562
Doddakallasandra,18,Sunday,Clear,1,14184
Kengeri Bus Terminal,7,Wednesday,Cloudy,1,14132
Halasuru,17,Sunday,Cloudy,0,9031
Sandal Soap Factory,14,Sunday,Cloudy,1,10303
Mahatma Gandhi Road,21,Monday,Cloudy,1,15116
Krishna Rajendra Market,10,Friday,Rain,0,15436
Garudacharapalya,22,Saturday,Clear,0,14133
"Sri Balagangadharanatha Swamiji Station, Hosahalli",10,Thursday,Clear,1,15567
Jalahalli,19,Saturday,Cloudy,0,19268
Jalahalli,8,Sunday,Cloudy,0,24256
Chickpete,9,Friday,Clear,0,19905
Srirampura,12,Thursday,Clear,0,8963
Vijayanagar,14,Monday,Rain,0,15566
Krantivira Sangolli Rayanna Railway Station,17,Monday,Cloudy,0,12849
"Sri Balagangadharanatha Swamiji Station, Hosahalli",18,Sunday,Clear,0,14481
Kengeri Bus Terminal,13,Thursday,Clear,0,13973
Hopefarm Channasandra,7,Thursday,Cloudy,0,12271
Jnanabharathi,11,Monday,Rain,1,9193
Halasuru,12,Tuesday,Rain,1,11482
Nallurhalli,10,Saturday,Cloudy,0,9585
"Sri Balagangadharanatha Swamiji Station, Hosahalli",20,Friday,Cloudy,0,10511
Rajajinagar,8,Sunday,Cloudy,0,17577
Goraguntepalya,17,Monday,Clear,1,13855
Indiranagar,13,Friday,Rain,1,11232
National College,21,Sunday,Cloudy,0,12067
Krishnarajapuram (K.R.Puram),11,Sunday,Cloudy,0,14349
Indiranagar,7,Wednesday,Clear,1,14181
Jayaprakash Nagar,17,Saturday,Cloudy,1,9769
Cubbon Park,9,Sunday,Cloudy,1,24421
Yelachenahalli,16,Wednesday,Clear,0,11882
Jayaprakash Nagar,14,Monday,Cloudy,0,11072
Nagasandra,11,Sunday,Rain,1,15444
Kengeri Bus Terminal,8,Tuesday,Rain,0,13936
Mantri Square Sampige Road,9,Wednesday,Clear,0,20107
Kadugodi Tree Park,9,Sunday,Clear,1,19952
Yeshwanthpur,18,Saturday,Rain,1,18813
Krantivira Sangolli Rayanna Railway Station,8,Monday,Cloudy,0,16650
Jalahalli,22,Friday,Clear,0,13366
"Nadaprabhu Kempegowda Station, Majestic",15,Friday,Rain,0,13608
Vijayanagar,18,Saturday,Rain,0,24698
South End Circle,15,Wednesday,Cloudy,0,11566
"Sri Balagangadharanatha Swamiji Station, Hosahalli",16,Sunday,Rain,0,9998
Jayaprakash Nagar,14,Wednesday,Cloudy,1,15492
Dasarahalli,12,Thursday,Cloudy,1,8716
Dasarahalli,20,Thursday,Cloudy,0,10653
Seetharampalya,8,Friday,Rain,0,22115
Magadi Road,11,Sunday,Rain,0,9669
Silk Institute,9,Monday,Cloudy,1,20714
Rashtreeya Vidyalaya Road,15,Friday,Cloudy,0,10257
Singayyanapalya,19,Friday,Rain,0,21880
Baiyappanahalli,22,Monday,Rain,1,11221
Indiranagar,9,Thursday,Cloudy,0,19597
Mantri Square Sampige Road,22,Thursday,Clear,0,12061
Mahatma Gandhi Road,20,Saturday,Clear,0,11930
Konanakunte Cross,7,Saturday,Rain,0,13824
Sri Sathya Sai Hospital,17,Sunday,Clear,0,14696
Banashankari,16,Wednesday,Rain,0,11256
Jayanagar,14,Friday,Cloudy,0,10658
Whitefield (Kadugodi),17,Wednesday,Cloudy,0,11540
Silk Institute,17,Friday,Cloudy,1,13269
"Dr. B. R. Ambedkar Station, Vidhana Soudha",14,Thursday,Rain,0,10252
National College,17,Saturday,Cloudy,0,11973
Kundalahalli,20,Sunday,Clear,1,15042
Indiranagar,13,Thursday,Cloudy,0,13869
Vajarahalli,17,Wednesday,Clear,0,15290
Nagasandra,16,Saturday,Cloudy,0,14925
Cubbon Park,17,Monday,Rain,0,10761
Pattandur Agrahara,12,Wednesday,Rain,0,11770
Singayyanapalya,15,Wednesday,Cloudy,0,13283
Dasarahalli,15,Monday,Cloudy,0,12479
Jayanagar,10,Sunday,Cloudy,0,10143
Krishnarajapuram (K.R.Puram),6,Tuesday,Rain,0,8779
Halasuru,7,Thursday,Clear,0,11826
Nallurhalli,20,Wednesday,Cloudy,0,13046
Vijayanagar,17,Saturday,Clear,0,13693
Dasarahalli,11,Saturday,Cloudy,0,12725
Mahalakshmi,15,Friday,Rain,1,8969
Deepanjali Nagar,7,Friday,Clear,1,13801
"Dr. B. R. Ambedkar Station, Vidhana Soudha",19,Friday,Clear,0,17894
Mantri Square Sampige Road,12,Saturday,Cloudy,0,13421
Krishna Rajendra Market,15,Friday,Cloudy,0,9966
Baiyappanahalli,10,Saturday,Rain,0,8772
Mahalakshmi,18,Friday,Cloudy,0,23473
Jalahalli,19,Wednesday,Cloudy,0,15681
Pantharapalya - Nayandahalli,15,Saturday,Rain,0,9686
Singayyanapalya,14,Sunday,Clear,0,10898
Pantharapalya - Nayandahalli,11,Wednesday,Rain,1,8437
"Dr. B. R. Ambedkar Station, Vidhana Soudha",18,Saturday,Cloudy,1,17891
Rajarajeshwari Nagar,12,Wednesday,Cloudy,0,12651
Hopefarm Channasandra,19,Sunday,Rain,0,20117
Yeshwanthpur,11,Saturday,Rain,0,13607
Trinity,15,Tuesday,Clear,0,14012
Konanakunte Cross,8,Wednesday,Clear,1,22771
Whitefield (Kadugodi),12,Monday,Rain,1,15062
Jayaprakash Nagar,11,Friday,Rain,1,12772
Chickpete,19,Thursday,Rain,1,18410
Jalahalli,9,Wednesday,Cloudy,1,22270
Chickpete,7,Friday,Clear,1,12874
Kengeri Bus Terminal,6,Saturday,Clear,1,13005
Yeshwanthpur,7,Sunday,Rain,0,9634
Vajarahalli,22,Wednesday,Rain,0,14664
National College,13,Sunday,Cloudy,1,15058
"Dr. B. R. Ambedkar Station, Vidhana Soudha",18,Sunday,Cloudy,0,24396
Jnanabharathi,12,Wednesday,Rain,0,11236
Garudacharapalya,18,Thursday,Rain,0,17495
Baiyappanahalli,19,Saturday,Clear,1,22679
"Dr. B. R. Ambedkar Station, Vidhana Soudha",15,Sunday,Cloudy,0,12800
Mahalakshmi,12,Friday,Clear,1,13058
Krantivira Sangolli Rayanna Railway Station,6,Friday,Clear,0,12945
"Sir.M.Visvesvaraya Stn., Central College",13,Tuesday,Clear,1,13719
Pattandur Agrahara,18,Monday,Clear,0,14961
National College,17,Tuesday,Rain,0,15603
Lalbagh,13,Sunday,Clear,0,10578
Krishna Rajendra Market,22,Saturday,Cloudy,0,14121
Hopefarm Channasandra,15,Saturday,Rain,0,9432
Mahalakshmi,13,Thursday,Rain,1,10789
Srirampura,13,Thursday,Clear,0,8931
Kundalahalli,8,Sunday,Cloudy,1,21205
"Sri Balagangadharanatha Swamiji Station, Hosahalli",20,Sunday,Clear,0,8856
Mahatma Gandhi Road,17,Monday,Rain,0,8985
Banashankari,8,Friday,Cloudy,0,15391
Nallurhalli,7,Tuesday,Clear,1,12817
Krantivira Sangolli Rayanna Railway Station,13,Thursday,Rain,1,12626
Mahalakshmi,22,Wednesday,Rain,1,9010
Sandal Soap Factory,21,Monday,Rain,0,8566
Rajarajeshwari Nagar,9,Sunday,Rain,0,15369
Mahatma Gandhi Road,7,Friday,Clear,1,14044
Vajarahalli,11,Wednesday,Cloudy,0,8820
Peenya,10,Tuesday,Clear,0,12987
Lalbagh,14,Friday,Cloudy,0,13827
Pattandur Agrahara,7,Thursday,Cloudy,0,14955
Doddakallasandra,20,Friday,Cloudy,1,8529
Silk Institute,17,Monday,Clear,1,8931
Mahakavi Kuvempu Road,21,Thursday,Clear,1,14643
Krantivira Sangolli Rayanna Railway Station,12,Monday,Cloudy,0,8723
Magadi Road,22,Wednesday,Rain,0,12147
Krishnarajapuram (K.R.Puram),15,Wednesday,Rain,0,10666
Srirampura,7,Thursday,Clear,0,10500
Halasuru,13,Friday,Clear,0,9929
Yeshwanthpur,11,Wednesday,Rain,0,8493
Kundalahalli,18,Tuesday,Clear,0,22734
Jayanagar,15,Wednesday,Clear,1,13418
Doddakallasandra,19,Saturday,Rain,1,22411
Krishnarajapuram (K.R.Puram),12,Monday,Clear,1,10180
Mahakavi Kuvempu Road,8,Wednesday,Clear,0,23616
"Dr. B. R. Ambedkar Station, Vidhana Soudha",10,Monday,Rain,0,14593
Trinity,18,Monday,Rain,0,13689
Nagasandra,14,Thursday,Cloudy,0,11684
Goraguntepalya,12,Saturday,Rain,0,10660
Rajarajeshwari Nagar,19,Monday,Cloudy,0,22790
Cubbon Park,11,Wednesday,Cloudy,0,11375
"Dr. B. R. Ambedkar Station, Vidhana Soudha",16,Tuesday,Cloudy,0,15390
Kengeri,8,Thursday,Clear,0,19616
Goraguntepalya,17,Thursday,Clear,0,13023
Jnanabharathi,20,Thursday,Rain,0,11427
Mahalakshmi,13,Sunday,Clear,1,10277
Magadi Road,19,Tuesday,Clear,1,13591
Swami Vivekananda Road,12,Wednesday,Rain,1,10253
Mahatma Gandhi Road,8,Friday,Cloudy,0,16934
"Sri Balagangadharanatha Swamiji Station, Hosahalli",21,Monday,Rain,0,15436
Baiyappanahalli,9,Wednesday,Clear,0,21200
Lalbagh,17,Sunday,Cloudy,1,13753
Magadi Road,6,Tuesday,Clear,0,14729
Peenya Industry,22,Wednesday,Cloudy,0,11020
Cubbon Park,16,Friday,Cloudy,0,11530
Whitefield (Kadugodi),7,Sunday,Clear,0,9591
Pattandur Agrahara,6,Monday,Clear,0,13130
Nallurhalli,8,Friday,Clear,0,14231
Thalaghattapura,21,Sunday,Rain,1,12497
Attiguppe,10,Sunday,Rain,0,9398
"Sir.M.Visvesvaraya Stn., Central College",13,Friday,Cloudy,0,14884
Kadugodi Tree Park,17,Tuesday,Cloudy,0,8724
Silk Institute,17,Tuesday,Rain,0,14449
Rajajinagar,14,Wednesday,Cloudy,0,14089
Jalahalli,8,Saturday,Clear,0,21069
Trinity,21,Wednesday,Cloudy,1,11810
Hoodi,8,Wednesday,Cloudy,0,16783
Konanakunte Cross,15,Tuesday,Cloudy,0,13157
Kadugodi Tree Park,11,Monday,Rain,1,11528
Nallurhalli,7,Friday,Rain,1,11906
Mahalakshmi,19,Wednesday,Cloudy,0,21073
Dasarahalli,15,Tuesday,Cloudy,0,13507
Rajarajeshwari Nagar,22,Monday,Cloudy,0,14134
Garudacharapalya,16,Wednesday,Rain,0,9873
Mantri Square Sampige Road,12,Wednesday,Rain,1,15465
Hoodi,14,Thursday,Rain,0,9541
Mahatma Gandhi Road,6,Tuesday,Cloudy,1,12753
Krantivira Sangolli Rayanna Railway Station,13,Tuesday,Cloudy,0,8576
Jalahalli,7,Saturday,Clear,1,14606
Pattandur Agrahara,16,Tuesday,Cloudy,0,15530
Doddakallasandra,6,Sunday,Clear,1,12261
Garudacharapalya,18,Tuesday,Cloudy,0,20676
Pattandur Agrahara,7,Wednesday,Rain,0,14216
"Sir.M.Visvesvaraya Stn., Central College",9,Friday,Rain,0,16325
Krishnarajapuram (K.R.Puram),15,Tuesday,Clear,0,8471
Doddakallasandra,13,Sunday,Clear,0,12951
Krishna Rajendra Market,13,Monday,Cloudy,0,12817
Rashtreeya Vidyalaya Road,11,Saturday,Rain,0,11407
National College,16,Friday,Clear,1,9001
Pantharapalya - Nayandahalli,7,Thursday,Rain,0,13065
Swami Vivekananda Road,11,Tuesday,Clear,1,15547
Doddakallasandra,20,Thursday,Clear,0,9564
Sandal Soap Factory,18,Thursday,Cloudy,0,18366
Cubbon Park,10,Thursday,Cloudy,0,14041
Jnanabharathi,15,Wednesday,Rain,0,9233
Whitefield (Kadugodi),21,Friday,Cloudy,0,12169
Attiguppe,21,Sunday,Rain,0,9518
Thalaghattapura,8,Friday,Rain,0,19684
Srirampura,18,Wednesday,Clear,0,19972
Konanakunte Cross,6,Thursday,Clear,0,8711
Pantharapalya - Nayandahalli,20,Monday,Cloudy,0,12766
Krantivira Sangolli Rayanna Railway Station,13,Monday,Clear,0,14993
Whitefield (Kadugodi),6,Saturday,Rain,0,11369
Rajarajeshwari Nagar,16,Sunday,Rain,0,12510
Kengeri Bus Terminal,19,Monday,Rain,0,21229
Kengeri Bus Terminal,11,Monday,Cloudy,0,8822
Vajarahalli,15,Friday,Cloudy,1,11141
Kundalahalli,15,Sunday,Cloudy,1,10925
Kadugodi Tree Park,22,Saturday,Cloudy,0,12364
Vajarahalli,11,Thursday,Cloudy,0,12409
Mantri Square Sampige Road,14,Thursday,Cloudy,0,11840
Peenya,13,Saturday,Rain,0,14896
Singayyanapalya,7,Saturday,Rain,0,13477
Mahakavi Kuvempu Road,13,Saturday,Cloudy,0,10152
"Sri Balagangadharanatha Swamiji Station, Hosahalli",21,Friday,Cloudy,0,12804
South End Circle,21,Monday,Clear,0,9737
Attiguppe,21,Wednesday,Clear,0,14019
Peenya Industry,10,Thursday,Rain,0,11681
Pattanagere,16,Friday,Rain,1,14319
"Dr. B. R. Ambedkar Station, Vidhana Soudha",20,Thursday,Rain,0,10210
"Nadaprabhu Kempegowda Station, Majestic",7,Tuesday,Rain,1,10367
Rajajinagar,22,Wednesday,Clear,0,12663
Kundalahalli,6,Saturday,Clear,1,9469
Konanakunte Cross,13,Thursday,Rain,0,8810
Pantharapalya - Nayandahalli,13,Thursday,Cloudy,0,13814
Hopefarm Channasandra,21,Friday,Cloudy,0,15008
Pattandur Agrahara,15,Tuesday,Rain,1,15566
Krantivira Sangolli Rayanna Railway Station,21,Tuesday,Rain,1,12679
Hoodi,8,Tuesday,Rain,0,23930
Trinity,8,Thursday,Clear,0,14484
Banashankari,10,Sunday,Clear,0,8623
Jayaprakash Nagar,17,Wednesday,Rain,0,11481
Mahakavi Kuvempu Road,7,Monday,Clear,1,14654
Yelachenahalli,8,Saturday,Clear,0,14868
Lalbagh,15,Sunday,Rain,1,11015
Nagasandra,8,Thursday,Clear,0,14493
"Sri Balagangadharanatha Swamiji Station, Hosahalli",8,Monday,Rain,0,22854
South End Circle,9,Friday,Clear,0,18006
Halasuru,11,Friday,Rain,0,10844
Deepanjali Nagar,6,Monday,Rain,0,13495
Pattandur Agrahara,19,Saturday,Rain,0,17070
Trinity,22,Thursday,Rain,0,8423
Doddakallasandra,20,Monday,Clear,0,11439
South End Circle,14,Saturday,Clear,1,12459
Pantharapalya - Nayandahalli,19,Wednesday,Cloudy,0,18965
Rashtreeya Vidyalaya Road,13,Tuesday,Cloudy,0,14534
Magadi Road,20,Tuesday,Rain,1,8937
Mahakavi Kuvempu Road,22,Sunday,Clear,0,10484
Krantivira Sangolli Rayanna Railway Station,22,Sunday,Cloudy,0,12280
Hopefarm Channasandra,20,Sunday,Clear,0,9898
Swami Vivekananda Road,12,Monday,Clear,0,12054
"Sir.M.Visvesvaraya Stn., Central College",8,Sunday,Clear,0,21917
Whitefield (Kadugodi),8,Monday,Rain,0,19563
Pattanagere,12,Friday,Cloudy,1,11113
Yelachenahalli,8,Thursday,Clear,0,15767
Konanakunte Cross,20,Saturday,Cloudy,0,12493
Lalbagh,12,Wednesday,Cloudy,1,14133
Kundalahalli,14,Thursday,Rain,0,13902
Nallurhalli,16,Saturday,Clear,0,13796
Cubbon Park,20,Tuesday,Cloudy,1,11899
Hopefarm Channasandra,19,Monday,Clear,0,24640
Konanakunte Cross,8,Thursday,Rain,0,22272
"Sir.M.Visvesvaraya Stn., Central College",15,Sunday,Rain,0,9530
Pantharapalya - Nayandahalli,9,Wednesday,Rain,0,16390
Kengeri Bus Terminal,12,Monday,Rain,0,8685
Baiyappanahalli,22,Wednesday,Rain,0,14454
Silk Institute,21,Sunday,Clear,0,14521
Sandal Soap Factory,6,Saturday,Rain,1,8700
Yelachenahalli,6,Saturday,Rain,0,13082
Jnanabharathi,22,Monday,Clear,0,9944
Mantri Square Sampige Road,10,Thursday,Clear,0,12055
Banashankari,16,Thursday,Rain,1,11596
Jayaprakash Nagar,21,Monday,Rain,0,11811
Jayaprakash Nagar,10,Monday,Rain,0,10972
Peenya,9,Friday,Cloudy,0,22035
Srirampura,13,Sunday,Clear,1,14183
Yelachenahalli,18,Sunday,Rain,0,24881
Thalaghattapura,7,Sunday,Rain,0,11923
Yeshwanthpur,20,Monday,Clear,1,9587
Krishnarajapuram (K.R.Puram),12,Tuesday,Clear,0,9709
Jayaprakash Nagar,8,Sunday,Cloudy,0,21909
Pattandur Agrahara,22,Monday,Clear,1,14887
Attiguppe,20,Monday,Cloudy,0,9883
Yeshwanthpur,13,Sunday,Clear,0,11345
Rajajinagar,20,Sunday,Cloudy,1,12728
Thalaghattapura,21,Monday,Cloudy,1,15416
Indiranagar,8,Friday,Cloudy,1,21614
Pattandur Agrahara,18,Friday,Cloudy,0,24296
Rajajinagar,11,Saturday,Cloudy,1,10984
Pattandur Agrahara,6,Saturday,Clear,0,12391
"Dr. B. R. Ambedkar Station, Vidhana Soudha",13,Tuesday,Cloudy,0,13245
Konanakunte Cross,15,Thursday,Cloudy,0,11877
Konanakunte Cross,17,Monday,Rain,0,11999
Lalbagh,6,Tuesday,Cloudy,0,15160
Swami Vivekananda Road,15,Monday,Rain,1,12547
Rashtreeya Vidyalaya Road,20,Saturday,Cloudy,0,14347
Kengeri,11,Tuesday,Rain,0,12573
Attiguppe,9,Sunday,Clear,0,21410
Rashtreeya Vidyalaya Road,19,Saturday,Clear,0,22315
Pattanagere,16,Saturday,Cloudy,0,15341
Magadi Road,20,Friday,Clear,0,11438
Goraguntepalya,16,Sunday,Rain,1,8878
Jnanabharathi,9,Thursday,Cloudy,1,23674
Swami Vivekananda Road,17,Tuesday,Clear,0,10040
Indiranagar,15,Wednesday,Rain,0,11660
Pattandur Agrahara,18,Wednesday,Rain,0,24579
Pantharapalya - Nayandahalli,10,Sunday,Clear,0,10300
National College,20,Wednesday,Rain,1,10270
"Nadaprabhu Kempegowda Station, Majestic",6,Saturday,Rain,0,12586
Hoodi,9,Thursday,Cloudy,0,22518
Jnanabharathi,9,Tuesday,Rain,1,14924
Hoodi,8,Saturday,Clear,1,14281
Jayaprakash Nagar,7,Saturday,Cloudy,0,13637
Yelachenahalli,11,Tuesday,Clear,0,13140
Mantri Square Sampige Road,6,Friday,Rain,0,15601
Kengeri,16,Saturday,Rain,1,9862
Nallurhalli,16,Thursday,Cloudy,0,13626
Trinity,9,Tuesday,Cloudy,0,13535
Kengeri,7,Monday,Clear,0,12203
Srirampura,14,Thursday,Rain,0,8442
Hopefarm Channasandra,6,Friday,Cloudy,1,10514
Deepanjali Nagar,7,Tuesday,Clear,0,15543
Halasuru,21,Thursday,Rain,1,13040
Mahalakshmi,11,Friday,Rain,1,10624
Srirampura,17,Thursday,Clear,0,9102
Swami Vivekananda Road,9,Thursday,Clear,0,14698
Mahatma Gandhi Road,20,Thursday,Clear,1,15021
Lalbagh,12,Thursday,Cloudy,0,12021
Trinity,13,Sunday,Rain,1,15061
Goraguntepalya,16,Wednesday,Clear,0,11291
Trinity,17,Sunday,Clear,1,10550
South End Circle,6,Tuesday,Cloudy,0,15315
Hopefarm Channasandra,22,Friday,Rain,0,11537
Jayaprakash Nagar,14,Tuesday,Cloudy,1,12982
Doddakallasandra,6,Tuesday,Clear,1,10280
Peenya Industry,14,Saturday,Clear,1,12197
Jayaprakash Nagar,10,Sunday,Rain,0,8845
Baiyappanahalli,20,Friday,Clear,1,8541
Hoodi,11,Tuesday,Cloudy,1,14980
Yeshwanthpur,7,Monday,Cloudy,0,13885
Peenya Industry,7,Saturday,Rain,1,15282
Lalbagh,7,Tuesday,Cloudy,0,12192
Mahakavi Kuvempu Road,18,Thursday,Rain,0,17187
Konanakunte Cross,19,Saturday,Clear,0,15673
Cubbon Park,19,Tuesday,Cloudy,0,21829
Hoodi,7,Monday,Cloudy,0,13690
Baiyappanahalli,17,Friday,Clear,1,13052
Jnanabharathi,18,Wednesday,Clear,0,15330
Swami Vivekananda Road,6,Friday,Cloudy,0,15119
Indiranagar,21,Friday,Rain,0,12141
Peenya,15,Monday,Rain,0,10386
Nagasandra,14,Tuesday,Clear,1,9280
Mantri Square Sampige Road,16,Sunday,Clear,0,13827
Trinity,10,Friday,Clear,0,8815
Lalbagh,8,Monday,Cloudy,0,22362
Dasarahalli,7,Tuesday,Clear,1,13734
Hoodi,19,Wednesday,Clear,1,17422
Chickpete,6,Saturday,Rain,0,11479
Jayanagar,21,Friday,Cloudy,0,12231
Attiguppe,7,Sunday,Rain,0,12981
Goraguntepalya,15,Monday,Rain,1,12800
Thalaghattapura,16,Monday,Rain,1,15467
Krishnarajapuram (K.R.Puram),7,Sunday,Clear,0,15553
Jalahalli,8,Wednesday,Clear,0,20427
Rajarajeshwari Nagar,16,Thursday,Clear,0,12397
"Sri Balagangadharanatha Swamiji Station, Hosahalli",21,Sunday,Rain,0,10024
Nagasandra,16,Tuesday,Clear,0,10323
Indiranagar,12,Thursday,Cloudy,1,11431
Seetharampalya,19,Saturday,Cloudy,0,24320
Doddakallasandra,22,Wednesday,Rain,0,14047
Trinity,19,Sunday,Rain,0,18669
Pattandur Agrahara,14,Sunday,Clear,0,14751
Lalbagh,9,Saturday,Clear,0,24701
Kengeri,12,Sunday,Cloudy,0,13819
"Dr. B. R. Ambedkar Station, Vidhana Soudha",6,Tuesday,Rain,0,14032
"Sir.M.Visvesvaraya Stn., Central College",6,Wednesday,Rain,0,13203
Konanakunte Cross,7,Thursday,Clear,0,14497
Lalbagh,21,Wednesday,Cloudy,0,13102
"Sir.M.Visvesvaraya Stn., Central College",8,Wednesday,Rain,0,21837
Seetharampalya,17,Sunday,Cloudy,0,9761
Peenya Industry,21,Thursday,Rain,0,12067
Garudacharapalya,10,Thursday,Clear,1,15011
Konanakunte Cross,6,Sunday,Cloudy,1,8511
Garudacharapalya,10,Monday,Rain,0,10846
Srirampura,21,Tuesday,Rain,0,14964
Deepanjali Nagar,12,Wednesday,Rain,0,10623
Krishnarajapuram (K.R.Puram),22,Wednesday,Cloudy,0,12507
"Sir.M.Visvesvaraya Stn., Central College",17,Saturday,Cloudy,0,14476
Rashtreeya Vidyalaya Road,15,Saturday,Cloudy,0,8669
Attiguppe,18,Saturday,Clear,0,18259
Banashankari,20,Sunday,Rain,1,10141
Garudacharapalya,18,Wednesday,Clear,1,21378
Hoodi,9,Monday,Clear,0,13606
Kengeri,19,Tuesday,Clear,1,23082
Magadi Road,17,Friday,Cloudy,0,11746
Attiguppe,6,Friday,Clear,0,11782
Rajarajeshwari Nagar,12,Saturday,Clear,0,15167
Sandal Soap Factory,6,Tuesday,Clear,0,15578
Rajarajeshwari Nagar,8,Wednesday,Clear,1,23347
Jnanabharathi,18,Thursday,Rain,1,13510
Trinity,16,Monday,Cloudy,1,14312
Konanakunte Cross,12,Wednesday,Rain,1,8785
Mahalakshmi,12,Saturday,Clear,0,10746
Kundalahalli,13,Sunday,Clear,0,9258
Attiguppe,12,Wednesday,Clear,1,11848
Mysore Road,21,Tuesday,Rain,0,14070
Peenya Industry,12,Thursday,Clear,0,13419
Mysore Road,21,Monday,Clear,0,12326
Goraguntepalya,6,Thursday,Clear,1,13224
Halasuru,19,Wednesday,Rain,1,21966
Yeshwanthpur,9,Sunday,Rain,0,15716
Cubbon Park,16,Saturday,Clear,0,11389
Magadi Road,22,Saturday,Cloudy,0,14911
Sri Sathya Sai Hospital,7,Sunday,Clear,0,9523
Pattandur Agrahara,17,Saturday,Clear,0,8825
Cubbon Park,9,Monday,Rain,0,14019
Hoodi,6,Wednesday,Cloudy,0,8923
Srirampura,19,Friday,Rain,0,20001
